movie_title,imdb_score,title_year,actor_1_name,content_rating,duration,director_name,gross,genres,budget,aspect_ratio
Dawn of the Planet of the Apes ,7.6,2014,Gary Oldman,PG-13,130,Matt Reeves,208543795,Action|Adventure|Drama|Sci-Fi,170000000,1.85
The Postman ,6,1997,Olivia Williams,R,177,Kevin Costner,17593391,Action|Adventure|Drama|Sci-Fi,80000000,2.35
Stargate SG-1             ,8.4,,Christopher Judge,TV-14,44,,,Action|Adventure|Drama|Sci-Fi,1400000,1.33
Space Battleship Yamato ,6.1,2010,Takuya Kimura,TV-14,138,Takashi Yamazaki,,Action|Adventure|Drama|Sci-Fi,12000000,2.35
Revolution             ,6.7,,Billy Burke,TV-14,43,,,Action|Adventure|Drama|Sci-Fi,,16
Star Trek: First Contact ,7.6,1996,LeVar Burton,PG-13,111,Jonathan Frakes,92001027,Action|Adventure|Drama|Sci-Fi|Thriller,45000000,2.35
Godzilla 2000 ,6,1999,Hiroshi Abe,PG,99,Takao Okawara,10037390,Action|Adventure|Drama|Sci-Fi|Thriller,1000000000,2.35
Poseidon ,5.6,2006,Jimmy Bennett,PG-13,98,Wolfgang Petersen,60655503,Action|Adventure|Drama|Thriller,160000000,2.35
The Perfect Storm ,6.4,2000,Karen Allen,PG-13,130,Wolfgang Petersen,182618434,Action|Adventure|Drama|Thriller,140000000,2.35
San Andreas ,6.1,2015,Dwayne Johnson,PG-13,114,Brad Peyton,155181732,Action|Adventure|Drama|Thriller,110000000,2.35
Twister ,6.3,1996,Philip Seymour Hoffman,PG-13,113,Jan de Bont,241688385,Action|Adventure|Drama|Thriller,92000000,2.35
Air Force One ,6.4,1997,Harrison Ford,R,124,Wolfgang Petersen,172620724,Action|Adventure|Drama|Thriller,85000000,2.35
The Book of Eli ,6.9,2010,Denzel Washington,R,118,Albert Hughes,94822707,Action|Adventure|Drama|Thriller,80000000,2.35
The Edge ,6.9,1997,Anthony Hopkins,R,117,Lee Tamahori,27779888,Action|Adventure|Drama|Thriller,,2.35
Daylight ,5.8,1996,Sylvester Stallone,PG-13,114,Rob Cohen,32885565,Action|Adventure|Drama|Thriller,80000000,1.85
Vertical Limit ,5.9,2000,Nicholas Lea,PG-13,124,Martin Campbell,68473360,Action|Adventure|Drama|Thriller,75000000,1.85
Flight of the Phoenix ,6.1,2004,Dennis Quaid,PG-13,113,John Moore,21009180,Action|Adventure|Drama|Thriller,45000000,2.35
Apocalypto ,7.8,2006,Rudy Youngblood,R,139,Mel Gibson,50859889,Action|Adventure|Drama|Thriller,40000000,1.85
Raise the Titanic ,4.7,1980,M. Emmet Walsh,PG,119,Jerry Jameson,7000000,Action|Adventure|Drama|Thriller,36000000,2.35
The Grey ,6.8,2011,Liam Neeson,R,117,Joe Carnahan,51533608,Action|Adventure|Drama|Thriller,25000000,2.35
Act of Valor ,6.5,2012,Alex Veadov,R,110,Mike McCoy,70011073,Action|Adventure|Drama|Thriller|War,12000000,2.35
Texas Rangers ,5.2,2001,Tom Skerritt,PG-13,110,Steve Miner,623374,Action|Adventure|Drama|Thriller|Western,38000000,2.35
Saints and Soldiers ,6.8,2003,Corbin Allred,PG-13,90,Ryan Little,1310270,Action|Adventure|Drama|War,780000,
Tracker ,6.5,2010,Ray Winstone,R,102,Ian Sharp,,Action|Adventure|Drama|Western,6500000,2.35
The Chronicles of Narnia: Prince Caspian ,6.6,2008,Peter Dinklage,PG,150,Andrew Adamson,141614023,Action|Adventure|Family|Fantasy,225000000,2.35
The Sorcerer's Apprentice ,6.1,2010,Nicolas Cage,PG,109,Jon Turteltaub,63143812,Action|Adventure|Family|Fantasy,150000000,2.35
The Last Airbender ,4.2,2010,Seychelle Gabriel,PG,103,M. Night Shyamalan,131564731,Action|Adventure|Family|Fantasy,150000000,2.35
Eragon ,5.1,2006,Djimon Hounsou,PG,104,Stefen Fangmeier,75030163,Action|Adventure|Family|Fantasy,100000000,2.35
The Adventures of Sharkboy and Lavagirl 3-D ,3.5,2005,Taylor Lautner,PG,93,Robert Rodriguez,39177541,Action|Adventure|Family|Fantasy,50000000,1.85
Maleficent ,7,2014,Angelina Jolie Pitt,PG,97,Robert Stromberg,241407328,Action|Adventure|Family|Fantasy|Romance,180000000,2.35
Journey to the Center of the Earth ,5.8,2008,Josh Hutcherson,PG,93,Eric Brevig,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,45000000,1.85
Race to Witch Mountain ,5.7,2009,Dwayne Johnson,PG,98,Andy Fickman,67128202,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,65000000,2.35
Mighty Joe Young ,5.6,1998,Charlize Theron,PG,114,Ron Underwood,50628009,Action|Adventure|Family|Fantasy|Thriller,90000000,1.85
The Adventures of Tintin ,7.4,2011,Toby Jones,PG,107,Steven Spielberg,77564037,Action|Adventure|Family|Mystery,135000000,2.35
Tomorrowland ,6.5,2015,Judy Greer,PG,130,Brad Bird,93417865,Action|Adventure|Family|Mystery|Sci-Fi,190000000,2.2
Zoom ,4.2,2006,Kevin Zegers,PG,83,Peter Hewitt,11631245,Action|Adventure|Family|Sci-Fi,35000000,1.85
Superman IV: The Quest for Peace ,3.6,1987,Jim Broadbent,PG,134,Sidney J. Furie,15681020,Action|Adventure|Family|Sci-Fi,17000000,2.35
Lost in Space ,5.1,1998,Gary Oldman,PG-13,130,Stephen Hopkins,69102910,Action|Adventure|Family|Sci-Fi|Thriller,80000000,2.35
Alex Rider: Operation Stormbreaker ,5.1,2006,Alex Pettyfer,PG,93,Geoffrey Sax,652526,Action|Adventure|Family|Thriller,40000000,2.35
Pirates of the Caribbean: At World's End ,7.1,2007,Johnny Depp,PG-13,169,Gore Verbinski,309404152,Action|Adventure|Fantasy,300000000,2.35
Pirates of the Caribbean: Dead Man's Chest ,7.3,2006,Johnny Depp,PG-13,151,Gore Verbinski,423032628,Action|Adventure|Fantasy,225000000,2.35
Pirates of the Caribbean: On Stranger Tides ,6.7,2011,Johnny Depp,PG-13,136,Rob Marshall,241063875,Action|Adventure|Fantasy,250000000,2.35
The Amazing Spider-Man ,7,2012,Emma Stone,PG-13,153,Marc Webb,262030663,Action|Adventure|Fantasy,230000000,2.35
Indiana Jones and the Kingdom of the Crystal Skull ,6.2,2008,Harrison Ford,PG-13,122,Steven Spielberg,317011114,Action|Adventure|Fantasy,185000000,2.35
Warcraft ,7.3,2016,Dominic Cooper,PG-13,123,Duncan Jones,46978995,Action|Adventure|Fantasy,160000000,2.35
Thor: The Dark World ,7.1,2013,Chris Hemsworth,PG-13,112,Alan Taylor,206360018,Action|Adventure|Fantasy,170000000,2.35
Thor ,7,2011,Chris Hemsworth,PG-13,115,Kenneth Branagh,181015141,Action|Adventure|Fantasy,150000000,2.35
Wrath of the Titans ,5.8,2012,Liam Neeson,PG-13,99,Jonathan Liebesman,83640426,Action|Adventure|Fantasy,150000000,1.85
Gods of Egypt ,5.5,2016,Gerard Butler,PG-13,126,Alex Proyas,31141074,Action|Adventure|Fantasy,140000000,2.35
Pirates of the Caribbean: The Curse of the Black Pearl ,8.1,2003,Johnny Depp,PG-13,143,Gore Verbinski,305388685,Action|Adventure|Fantasy,140000000,2.35
Clash of the Titans ,5.8,2010,Liam Neeson,PG-13,106,Louis Leterrier,163192114,Action|Adventure|Fantasy,125000000,2.35
Batman Forever ,5.4,1995,Michael Gough,PG-13,121,Joel Schumacher,184031112,Action|Adventure|Fantasy,100000000,1.85
Seventh Son ,5.5,2014,Jeff Bridges,PG-13,102,Sergey Bodrov,17176900,Action|Adventure|Fantasy,95000000,2.35
Lara Croft Tomb Raider: The Cradle of Life ,5.5,2003,Gerard Butler,PG-13,117,Jan de Bont,65653758,Action|Adventure|Fantasy,95000000,2.35
The Last Witch Hunter ,6,2015,Vin Diesel,PG-13,106,Breck Eisner,27356090,Action|Adventure|Fantasy,90000000,2.35
The Legend of Hercules ,4.2,2014,Roxanne McKee,PG-13,99,Renny Harlin,18821279,Action|Adventure|Fantasy,70000000,2.35
Xi you ji zhi: Sun Wukong san da Baigu Jing ,6,2016,Li Gong,,119,Pou-Soi Cheang,,Action|Adventure|Fantasy,68005000,2.35
DragonHeart ,6.4,1996,Dennis Quaid,PG-13,103,Rob Cohen,51317350,Action|Adventure|Fantasy,57000000,2.35
The Forbidden Kingdom ,6.6,2008,Jet Li,PG-13,104,Rob Minkoff,25040293,Action|Adventure|Fantasy,55000000,2.35
Indiana Jones and the Last Crusade ,8.3,1989,Harrison Ford,PG-13,127,Steven Spielberg,197171806,Action|Adventure|Fantasy,48000000,2.35
Krull ,6,1983,Liam Neeson,PG,116,Peter Yates,,Action|Adventure|Fantasy,27000000,2.35
Warriors of Virtue ,4.6,1997,Marley Shelton,PG,101,Ronny Yu,6448817,Action|Adventure|Fantasy,35000000,2.35
Conan the Destroyer ,5.8,1984,Mako,PG,103,Richard Fleischer,26400000,Action|Adventure|Fantasy,18000000,2.35
Dragonslayer ,6.7,1981,Ian McDiarmid,PG,108,Matthew Robbins,6000000,Action|Adventure|Fantasy,18000000,2.35
Red Sonja ,5,1985,Ernie Reyes Jr.,PG-13,89,Richard Fleischer,,Action|Adventure|Fantasy,17900000,2.35
Highlander ,7.2,1986,Christopher Lambert,R,110,Russell Mulcahy,5900000,Action|Adventure|Fantasy,16000000,1.85
Clash of the Titans ,5.8,2010,Liam Neeson,PG-13,106,Louis Leterrier,163192114,Action|Adventure|Fantasy,125000000,2.35
Dungeons & Dragons: Wrath of the Dragon God ,4.9,2005,Bruce Payne,Not Rated,105,Gerry Lively,,Action|Adventure|Fantasy,15000000,1.78
The Beastmaster ,6.2,1982,Vanna Bonta,PG,90,Don Coscarelli,,Action|Adventure|Fantasy,8000000,1.85
BloodRayne ,2.9,2005,Meat Loaf,R,92,Uwe Boll,1550000,Action|Adventure|Fantasy|Horror,25000000,2.35
Hellboy II: The Golden Army ,7,2008,Seth MacFarlane,PG-13,120,Guillermo del Toro,75754670,Action|Adventure|Fantasy|Horror|Sci-Fi,85000000,1.85
Blade: Trinity ,5.9,2004,Ryan Reynolds,R,122,David S. Goyer,52397389,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,65000000,2.35
The Mummy: Tomb of the Dragon Emperor ,5.2,2008,Jet Li,PG-13,112,Rob Cohen,102176165,Action|Adventure|Fantasy|Horror|Thriller,145000000,2.35
Spider-Man 2 ,7.3,2004,J.K. Simmons,PG-13,135,Sam Raimi,373377893,Action|Adventure|Fantasy|Romance,200000000,2.35
Prince of Persia: The Sands of Time ,6.6,2010,Jake Gyllenhaal,PG-13,116,Mike Newell,90755643,Action|Adventure|Fantasy|Romance,200000000,2.35
Spider-Man ,7.3,2002,J.K. Simmons,PG-13,121,Sam Raimi,403706375,Action|Adventure|Fantasy|Romance,139000000,1.85
Avatar ,7.9,2009,CCH Pounder,PG-13,178,James Cameron,760505847,Action|Adventure|Fantasy|Sci-Fi,237000000,1.78
Man of Steel ,7.2,2013,Henry Cavill,PG-13,143,Zack Snyder,291021565,Action|Adventure|Fantasy|Sci-Fi,225000000,2.35
The Amazing Spider-Man 2 ,6.7,2014,Emma Stone,PG-13,142,Marc Webb,202853933,Action|Adventure|Fantasy|Sci-Fi,200000000,2.35
Star Wars: Episode III - Revenge of the Sith ,7.6,2005,Natalie Portman,PG-13,140,George Lucas,380262555,Action|Adventure|Fantasy|Sci-Fi,113000000,2.35
Star Wars: Episode II - Attack of the Clones ,6.7,2002,Natalie Portman,PG,142,George Lucas,310675583,Action|Adventure|Fantasy|Sci-Fi,115000000,1.78
Star Wars: Episode I - The Phantom Menace ,6.5,1999,Natalie Portman,PG,136,George Lucas,474544677,Action|Adventure|Fantasy|Sci-Fi,115000000,2.35
The League of Extraordinary Gentlemen ,5.8,2003,Jason Flemyng,PG-13,110,Stephen Norrington,66462600,Action|Adventure|Fantasy|Sci-Fi,78000000,2.35
Star Wars: Episode VI - Return of the Jedi ,8.4,1983,Harrison Ford,PG,134,Richard Marquand,309125409,Action|Adventure|Fantasy|Sci-Fi,32500000,2.35
Star Wars: Episode V - The Empire Strikes Back ,8.8,1980,Harrison Ford,PG,127,Irvin Kershner,290158751,Action|Adventure|Fantasy|Sci-Fi,18000000,2.35
Highlander: Endgame ,4.6,2000,Christopher Lambert,R,101,Douglas Aarniokoski,12801190,Action|Adventure|Fantasy|Sci-Fi,15000000,2.35
Star Wars: Episode IV - A New Hope ,8.7,1977,Harrison Ford,PG,125,George Lucas,460935665,Action|Adventure|Fantasy|Sci-Fi,11000000,2.35
Beastmaster 2: Through the Portal of Time ,3.8,1991,Michael Berryman,PG-13,107,Sylvio Tabet,869325,Action|Adventure|Fantasy|Sci-Fi,6000000,1.85
Destiny ,8.1,2014,Peter Dinklage,,,Joseph Kosinski,,Action|Adventure|Fantasy|Sci-Fi,,
X-Men: The Last Stand ,6.8,2006,Hugh Jackman,PG-13,104,Brett Ratner,234360014,Action|Adventure|Fantasy|Sci-Fi|Thriller,210000000,2.35
X-Men: Days of Future Past ,8,2014,Jennifer Lawrence,PG-13,149,Bryan Singer,233914986,Action|Adventure|Fantasy|Sci-Fi|Thriller,200000000,2.35
X-Men Origins: Wolverine ,6.7,2009,Hugh Jackman,PG-13,119,Gavin Hood,179883016,Action|Adventure|Fantasy|Sci-Fi|Thriller,150000000,2.35
X-Men 2 ,7.5,2003,Hugh Jackman,PG-13,134,Bryan Singer,214948780,Action|Adventure|Fantasy|Sci-Fi|Thriller,110000000,2.35
Reign of Fire ,6.2,2002,Christian Bale,PG-13,101,Rob Bowman,43060566,Action|Adventure|Fantasy|Sci-Fi|Thriller,60000000,2.35
Underworld: Evolution ,6.8,2006,Sophia Myles,R,102,Len Wiseman,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,50000000,2.35
Underworld: Rise of the Lycans ,6.6,2009,Craig Parker,R,92,Patrick Tatopoulos,45802315,Action|Adventure|Fantasy|Sci-Fi|Thriller,35000000,2.35
Mortal Kombat: Annihilation ,3.7,1997,Brian Thompson,PG-13,95,John R. Leonetti,35927406,Action|Adventure|Fantasy|Sci-Fi|Thriller,30000000,1.85
Dragonball: Evolution ,2.7,2009,Ian Whyte,PG,100,James Wong,9353573,Action|Adventure|Fantasy|Sci-Fi|Thriller,45000000,2.35
Megiddo: The Omega Code 2 ,4.1,2001,Michael Biehn,PG-13,104,Brian Trenchard-Smith,5974653,Action|Adventure|Fantasy|Sci-Fi|Thriller,22000000,1.85
Mortal Kombat ,5.8,1995,Christopher Lambert,PG-13,101,Paul W.S. Anderson,70360285,Action|Adventure|Fantasy|Sci-Fi|Thriller,18000000,1.85
The Omega Code ,3.5,1999,George Coe,PG-13,100,Robert Marcarelli,12610552,Action|Adventure|Fantasy|Sci-Fi|Thriller,7500000,1.37
The Mummy Returns ,6.3,2001,Dwayne Johnson,PG-13,130,Stephen Sommers,202007640,Action|Adventure|Fantasy|Thriller,98000000,2.35
Lara Croft: Tomb Raider ,5.7,2001,Angelina Jolie Pitt,PG-13,100,Simon West,131144183,Action|Adventure|Fantasy|Thriller,115000000,2.35
The Scorpion King ,5.5,2002,Dwayne Johnson,PG-13,100,Chuck Russell,90341670,Action|Adventure|Fantasy|Thriller,60000000,2.35
In the Name of the King: A Dungeon Siege Tale ,3.8,2007,Jason Statham,PG-13,156,Uwe Boll,4535117,Action|Adventure|Fantasy|Thriller,60000000,2.35
Cirque du Freak: The Vampire's Assistant ,5.9,2009,Josh Hutcherson,PG-13,109,Paul Weitz,13838130,Action|Adventure|Fantasy|Thriller,40000000,2.35
In the Name of the King: The Last Job ,3.3,2014,Bashar Rahal,R,86,Uwe Boll,,Action|Adventure|Fantasy|Thriller,3500000,1.78
The Last Legion ,5.4,2007,Colin Firth,PG-13,102,Doug Lefler,5932060,Action|Adventure|Fantasy|War,35000000,2.35
The 13th Warrior ,6.6,1999,Tony Curran,R,102,John McTiernan,32694788,Action|Adventure|History,85000000,2.35
Hero ,7.9,2002,Jet Li,PG-13,80,Yimou Zhang,84961,Action|Adventure|History,31000000,2.35
Hero ,7.9,2002,Jet Li,PG-13,80,Yimou Zhang,84961,Action|Adventure|History,31000000,2.35
Caravans ,6.5,1978,Christopher Lee,PG,127,James Fargo,1000000,Action|Adventure|History,14000000,2.35
Ironclad ,6.2,2011,Jason Flemyng,R,121,Jonathan English,,Action|Adventure|History|Romance,25000000,2.35
The Legend of Hell's Gate: An American Conspiracy ,4.4,2011,William McNamara,PG-13,108,Tanner Beard,,Action|Adventure|History|Western,2000000,
Doom ,5.2,2005,Dwayne Johnson,R,113,Andrzej Bartkowiak,28031250,Action|Adventure|Horror|Sci-Fi,60000000,2.35
Resident Evil: Afterlife ,5.9,2010,Milla Jovovich,R,97,Paul W.S. Anderson,60128566,Action|Adventure|Horror|Sci-Fi,60000000,2.35
Deep Rising ,6,1998,Djimon Hounsou,R,106,Stephen Sommers,11146409,Action|Adventure|Horror|Sci-Fi,45000000,2.35
Cloverfield ,7,2008,Mike Vogel,PG-13,85,Matt Reeves,80034302,Action|Adventure|Horror|Sci-Fi,25000000,1.85
World War Z ,7,2013,Peter Capaldi,PG-13,123,Marc Forster,202351611,Action|Adventure|Horror|Sci-Fi|Thriller,190000000,2.35
A Sound of Thunder ,4.2,2005,David Oyelowo,PG-13,102,Peter Hyams,1891821,Action|Adventure|Horror|Sci-Fi|Thriller,52000000,2.35
The Darkest Hour ,4.9,2011,Max Minghella,PG-13,89,Chris Gorak,21426805,Action|Adventure|Horror|Sci-Fi|Thriller,30000000,2.35
Anaconda ,4.6,1997,Frank Welker,PG-13,89,Luis Llosa,65557989,Action|Adventure|Horror|Thriller,45000000,2.35
Anacondas: The Hunt for the Blood Orchid ,4.6,2004,Nicholas Gonzalez,PG-13,97,Dwight H. Little,31526393,Action|Adventure|Horror|Thriller,25000000,2.35
Death Calls ,4.3,2010,Hector Echavarria,R,90,Ken Del Conte,,Action|Adventure|Mystery|Romance|Thriller,290000,1.85
Oblivion ,7,2013,Morgan Freeman,PG-13,124,Joseph Kosinski,89021735,Action|Adventure|Mystery|Sci-Fi,120000000,2.35
Congo ,5,1995,Dylan Walsh,PG-13,109,Frank Marshall,81022333,Action|Adventure|Mystery|Sci-Fi,50000000,1.85
Allegiant ,5.8,2016,Naomi Watts,PG-13,120,Robert Schwentke,66002193,Action|Adventure|Mystery|Sci-Fi|Thriller,110000000,2.35
Sky Captain and the World of Tomorrow ,6.1,2004,Angelina Jolie Pitt,PG,106,Kerry Conran,37760080,Action|Adventure|Mystery|Sci-Fi|Thriller,70000000,1.85
Star Trek: Generations ,6.6,1994,LeVar Burton,PG,118,David Carson,75668868,Action|Adventure|Mystery|Sci-Fi|Thriller,35000000,2.35
Spider-Man 3 ,6.2,2007,J.K. Simmons,PG-13,156,Sam Raimi,336530303,Action|Adventure|Romance,258000000,2.35
The Three Musketeers ,5.8,2011,Milla Jovovich,PG-13,110,Paul W.S. Anderson,20315324,Action|Adventure|Romance,75000000,2.35
A Knight's Tale ,6.9,2001,Heath Ledger,PG-13,144,Brian Helgeland,56083966,Action|Adventure|Romance,65000000,2.35
The Musketeer ,4.7,2001,Catherine Deneuve,PG-13,104,Peter Hyams,27053815,Action|Adventure|Romance,40000000,2.35
Spider-Man 3 ,6.2,2007,J.K. Simmons,PG-13,156,Sam Raimi,336530303,Action|Adventure|Romance,258000000,2.35
The Lovers ,4.5,2015,Tamsin Egerton,R,109,Roland Joffé,,Action|Adventure|Romance|Sci-Fi,,
Superman II ,6.8,1980,Margot Kidder,PG,116,Richard Lester,108200000,Action|Adventure|Romance|Sci-Fi,54000000,2.35
The Lovers ,4.5,2015,Tamsin Egerton,R,109,Roland Joffé,,Action|Adventure|Romance|Sci-Fi,,
Krrish ,6.3,2006,Naseeruddin Shah,Not Rated,168,Rakesh Roshan,,Action|Adventure|Romance|Sci-Fi,10000000,2.35
The Island ,6.9,2005,Scarlett Johansson,PG-13,136,Michael Bay,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,126000000,2.35
The Saint ,6.2,1997,Alun Armstrong,PG-13,116,Phillip Noyce,61355436,Action|Adventure|Romance|Sci-Fi|Thriller,68000000,2.35
The Host ,5.9,2013,J.D. Evermore,PG-13,125,Andrew Niccol,26616999,Action|Adventure|Romance|Sci-Fi|Thriller,40000000,2.35
The Island ,6.9,2005,Scarlett Johansson,PG-13,136,Michael Bay,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,126000000,2.35
First Knight ,5.9,1995,Julia Ormond,PG-13,134,Jerry Zucker,37600435,Action|Adventure|Romance|Thriller,55000000,1.85
The Charge of the Light Brigade ,7.1,1936,Errol Flynn,Approved,100,Michael Curtiz,,Action|Adventure|Romance|War,1200000,1.37
Red River ,7.8,1948,Montgomery Clift,Approved,126,Howard Hawks,,Action|Adventure|Romance|Western,3000000,1.37
John Carter ,6.6,2012,Daryl Sabara,PG-13,132,Andrew Stanton,73058679,Action|Adventure|Sci-Fi,263700000,2.35
Avengers: Age of Ultron ,7.5,2015,Chris Hemsworth,PG-13,141,Joss Whedon,458991599,Action|Adventure|Sci-Fi,250000000,2.35
Batman v Superman: Dawn of Justice ,6.9,2016,Henry Cavill,PG-13,183,Zack Snyder,330249062,Action|Adventure|Sci-Fi,250000000,2.35
Superman Returns ,6.1,2006,Kevin Spacey,PG-13,169,Bryan Singer,200069408,Action|Adventure|Sci-Fi,209000000,2.35
The Avengers ,8.1,2012,Chris Hemsworth,PG-13,173,Joss Whedon,623279547,Action|Adventure|Sci-Fi,220000000,1.85
Captain America: Civil War ,8.2,2016,Robert Downey Jr.,PG-13,147,Anthony Russo,407197282,Action|Adventure|Sci-Fi,250000000,2.35
Iron Man 3 ,7.2,2013,Robert Downey Jr.,PG-13,195,Shane Black,408992272,Action|Adventure|Sci-Fi,200000000,2.35
Transformers: Revenge of the Fallen ,6,2009,Glenn Morshower,PG-13,150,Michael Bay,402076689,Action|Adventure|Sci-Fi,200000000,2.35
Transformers: Age of Extinction ,5.7,2014,Bingbing Li,PG-13,165,Michael Bay,245428137,Action|Adventure|Sci-Fi,210000000,2.35
TRON: Legacy ,6.8,2010,Jeff Bridges,PG,125,Joseph Kosinski,172051787,Action|Adventure|Sci-Fi,170000000,2.35
Green Lantern ,5.6,2011,Ryan Reynolds,PG-13,123,Martin Campbell,116593191,Action|Adventure|Sci-Fi,200000000,2.35
Terminator Salvation ,6.6,2009,Christian Bale,PG-13,118,McG,125320003,Action|Adventure|Sci-Fi,200000000,2.35
Star Trek Into Darkness ,7.8,2013,Benedict Cumberbatch,PG-13,132,J.J. Abrams,228756232,Action|Adventure|Sci-Fi,190000000,2.35
Pacific Rim ,7,2013,Charlie Hunnam,PG-13,131,Guillermo del Toro,101785482,Action|Adventure|Sci-Fi,190000000,1.85
Transformers: Dark of the Moon ,6.3,2011,Glenn Morshower,PG-13,154,Michael Bay,352358779,Action|Adventure|Sci-Fi,195000000,2.35
2012 ,5.8,2009,Oliver Platt,PG-13,158,Roland Emmerich,166112167,Action|Adventure|Sci-Fi,200000000,2.35
Jupiter Ascending ,5.4,2015,Channing Tatum,PG-13,127,Lana Wachowski,47375327,Action|Adventure|Sci-Fi,176000000,2.35
X-Men: Apocalypse ,7.3,2016,Jennifer Lawrence,PG-13,144,Bryan Singer,154985087,Action|Adventure|Sci-Fi,178000000,2.35
Iron Man ,7.9,2008,Robert Downey Jr.,PG-13,126,Jon Favreau,318298180,Action|Adventure|Sci-Fi,140000000,2.35
Edge of Tomorrow ,7.9,2014,Tom Cruise,PG-13,113,Doug Liman,100189501,Action|Adventure|Sci-Fi,178000000,2.35
Iron Man 2 ,7,2010,Robert Downey Jr.,PG-13,124,Jon Favreau,312057433,Action|Adventure|Sci-Fi,200000000,2.35
Captain America: The Winter Soldier ,7.8,2014,Scarlett Johansson,PG-13,136,Anthony Russo,259746958,Action|Adventure|Sci-Fi,170000000,2.35
Independence Day: Resurgence ,5.5,2016,Vivica A. Fox,PG-13,120,Roland Emmerich,102315545,Action|Adventure|Sci-Fi,165000000,2.35
Guardians of the Galaxy ,8.1,2014,Bradley Cooper,PG-13,121,James Gunn,333130696,Action|Adventure|Sci-Fi,170000000,2.35
X-Men: First Class ,7.8,2011,Jennifer Lawrence,PG-13,132,Matthew Vaughn,146405371,Action|Adventure|Sci-Fi,160000000,2.35
Terminator Genisys ,6.6,2015,J.K. Simmons,PG-13,126,Alan Taylor,89732035,Action|Adventure|Sci-Fi,155000000,2.35
